Device,Vendor,OS,Model,"OS Version","Local AS",NeighborIP,State,NeighborName,"Remote AS",VRF,Route-Distinguisher,PW?,Description,"Address Family","Max Prefixes","Max Prefix Action"
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.164.252.115,,,50287,lan,,No,,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.164.252.71,,sesthho2rtr001,50272,lan,,No,,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.36.185,,sesthcc4gpr001,64800,partner27,10.247.1.56:27,No,**VRF-LITE-EXTN-GPR001-partner27**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.34.177,,sesthcc4gpr001,64800,partner9,10.247.1.56:11,No,**VRF-LITE-EXTN-GPR001-partner9**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.34.129,,sesthcc4gpr001,64800,partner2,10.247.1.56:5,No,**VRF-LITE-EXTN-GPR001-partner2**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.34.169,,sesthcc4gpr001,64800,partner8,10.247.1.56:10,No,**VRF-LITE-EXTN-GPR001-partner8**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.36.201,,sesthcc4gpr001,64800,partner28,10.247.1.56:28,No,**VRF-LITE-EXTN-GPR001-partner28**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.34.193,,sesthcc4gpr001,64800,partner13,10.247.1.56:13,No,**VRF-LITE-EXTN-GPR001-partner13**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.34.233,,sesthcc4gpr001,64800,partner3,10.247.1.56:3,No,**VRF-LITE-EXTN-GPR001-partner17**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.34.153,,sesthcc4gpr001,64800,partner6,10.247.1.56:8,No,**VRF-LITE-EXTN-GPR001-partner6**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.34.145,,sesthcc4gpr001,64800,partner5,10.247.1.56:7,No,**VRF-LITE-EXTN-GPR001-partner5**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.34.137,,sesthcc4gpr001,64800,partner4,10.247.1.56:6,No,**VRF-LITE-EXTN-GPR001-partner4**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.34.185,,sesthcc4gpr001,64800,partner12,10.247.1.56:12,No,**VRF-LITE-EXTN-GPR001-partner12**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.34.209,,sesthcc4gpr001,64800,partner15,10.247.1.56:15,No,**VRF-LITE-EXTN-GPR001-partner15**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.34.225,,sesthcc4gpr001,64800,partner17,10.247.1.56:17,No,**VRF-LITE-EXTN-GPR001-partner17**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.36.173,,sesthcc4gpr001,64800,ATEASCREEN,,No,,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.36,,sesthcc3ler100,50100,default,,Yes,"** sesthcc3ler100 **",N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.2.26,,sesthcc4rtr004,64629,default,,No,"**sesthcc1rtr004 JOSHUA**",N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.67.0.2,,10.67.0.2,50100,default,,Yes,"** sesthho1swi002 **",N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.37,,sesthcc3ler101,50100,default,,Yes,"** sesthcc3ler101 **",N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.32,,10.247.1.32,50100,default,,Yes,"** sesthcc1ler100 **",N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.22,,sesthcc3ler004,50100,default,,Yes,"** sesthcc2ler004 **",N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.57,,sesthcc3ler005,50100,default,,Yes,"** sesthcc1ler005 **",N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.62,,sesthcc4ler100,50100,default,,Yes,"** sesthcc4ler100 **",N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.62.0.50,,sesthit1ler101,50100,default,,Yes,"** sesthit1ler101 **",N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.14.43,,sesthcc4gpr001,64800,default,,No,sesthcc1gpr001,N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.67.0.50,,sesthho1ler101,50100,default,,Yes,"** sesthho1ler101 **",N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.67.0.1,,10.67.0.1,50100,default,,Yes,"** sesthho1swi001 **",N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.160.128.1,,sesthho2rtr001,50272,default,,No,sesthho2rtr001,N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.164.252.113,,sesthho16rtr001,50287,default,,No,sesthho16rtr001,N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.33,,10.247.1.33,50100,default,,Yes,"** sesthcc1ler101 **",N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.63,,sesthcc4ler101,50100,default,,Yes,"** sesthcc4ler101 **",N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.160.0.50,,sesthit2ler101,50100,default,,Yes,"** sesthit2ler101 **",N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.21,,10.247.1.21,50100,default,,Yes,"** sesthcc1ler004 **",N/A,N/A,N/A
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.34.249,,sesthcc4gpr001,64800,partner18,10.247.1.56:18,No,**VRF-LITE-EXTN-GPR001-partner18**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.36.9,,sesthcc4gpr001,64800,flowscape,,No,**VRF-LITE-EXTN-GPR001-flowscape**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.36.168,,sesthcc4gpr001,64800,partner24,10.247.1.56:24,Yes,**VRF-LITE-EXTN-GPR001-partner24**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.34.201,,sesthcc4gpr001,64800,partner14,10.247.1.56:14,No,**VRF-LITE-EXTN-GPR001-partner14**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.34.161,,sesthcc4gpr001,64800,partner7,10.247.1.56:9,No,**VRF-LITE-EXTN-GPR001-partner7**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.36.1,,sesthcc4gpr001,64800,partner19,10.247.1.56:19,No,**VRF-LITE-EXTN-GPR001-partner19**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.34.217,,sesthcc4gpr001,64800,partner16,10.247.1.56:16,No,**VRF-LITE-EXTN-GPR001-partner16**,"ipv4 unicast",,
sesthcc4ler005,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.36.17,,sesthcc4gpr001,64800,partner22,10.247.1.56:22,No,**VRF-LITE-EXTN-GPR001-partner22**,"ipv4 unicast",,
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.65.22,TCP-ESTAB,,64801,test1,10.247.1.62:30,Yes,"** sesthcc4alf402 **","ipv4 unicast",,
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.65.18,TCP-ESTAB,,64801,test1,10.247.1.62:30,Yes,"** sesthcc4alf401 **","ipv4 unicast",,
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.160.128.2,down,10.160.128.2,50100,default,,Yes,"** sesthho2ler002 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.160.0.50,TCP-ESTAB,sesthit2ler101,50100,default,,Yes,"** sesthit2ler101 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.65.6,TCP-ESTAB,10.247.65.6,64801,default,,Yes,"** sesthcc4alf402 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.21,TCP-ESTAB,10.247.1.21,50100,default,,Yes,"** sesthcc1ler004 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.63,TCP-ESTAB,sesthcc4ler101,50100,default,,Yes,"** sesthcc4ler101 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.33,down,10.247.1.33,50100,default,,Yes,"** sesthcc1ler101 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.160.128.1,down,sesthho2rtr001,50100,default,,Yes,"** sesthho2ler001 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.67.0.1,down,10.67.0.1,50100,default,,Yes,"** sesthho1swi001 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.62.0.50,TCP-ESTAB,sesthit1ler101,50100,default,,Yes,"** sesthit1ler101 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.67.0.50,TCP-ESTAB,sesthho1ler101,50100,default,,Yes,"** sesthho1ler101 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.57,TCP-ESTAB,sesthcc3ler005,50100,default,,Yes,"** sesthcc1ler005 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.12,down,10.247.1.12,50100,default,,Yes,"** sesthcc1ler001 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.22,TCP-ESTAB,sesthcc3ler004,50100,default,,Yes,"** sesthcc2ler004 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.65.2,TCP-ESTAB,10.247.65.2,64801,default,,Yes,"** sesthcc4alf401 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.67.0.2,down,10.67.0.2,50100,default,,Yes,"** sesthho1swi002 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.37,TCP-ESTAB,sesthcc3ler101,50100,default,,Yes,"** sesthcc3ler101 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.36,TCP-ESTAB,sesthcc3ler100,50100,default,,Yes,"** sesthcc3ler100 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.56,TCP-ESTAB,sesthcc4ler005,50100,default,,Yes,"** sesthcc1ler005 **",N/A,N/A,N/A
sesthcc4ler100,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.11,down,10.247.1.11,50100,default,,Yes,"** sesthcc1ler001 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.65.30,TCP-ESTAB,,64801,test1,10.247.1.63:30,Yes,"** sesthcc4alf402 **","ipv4 unicast",,
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.65.26,TCP-ESTAB,10.247.65.26,64801,test1,10.247.1.63:30,Yes,"** sesthcc4alf401 **","ipv4 unicast",,
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.65.26,TCP-ESTAB,10.247.65.26,64801,default,,Yes,"** sesthcc4alf401 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.67.0.1,down,10.67.0.1,50100,default,,Yes,"** sesthho1swi001 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.160.128.1,down,sesthho2rtr001,50100,default,,Yes,"** sesthho2ler001 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.65.10,TCP-ESTAB,10.247.65.10,64801,default,,Yes,"** sesthcc4alf401 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.33,down,10.247.1.33,50100,default,,Yes,"** sesthcc1ler101 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.160.128.2,down,10.160.128.2,50100,default,,Yes,"** sesthho2ler002 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.21,TCP-ESTAB,10.247.1.21,50100,default,,Yes,"** sesthcc1ler004 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.160.0.50,TCP-ESTAB,sesthit2ler101,50100,default,,Yes,"** sesthit2ler101 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.11,down,10.247.1.11,50100,default,,Yes,"** sesthcc1ler001 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.56,TCP-ESTAB,sesthcc4ler005,50100,default,,Yes,"** sesthcc1ler005 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.36,TCP-ESTAB,sesthcc3ler100,50100,default,,Yes,"** sesthcc3ler100 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.65.14,TCP-ESTAB,10.247.65.14,64801,default,,Yes,"** sesthcc4alf402 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.65.28,down,10.247.65.28,64801,default,,Yes,"** sesthcc4alf402 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.37,TCP-ESTAB,sesthcc3ler101,50100,default,,Yes,"** sesthcc3ler101 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.67.0.2,down,10.67.0.2,50100,default,,Yes,"** sesthho1swi002 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.12,down,10.247.1.12,50100,default,,Yes,"** sesthcc1ler001 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.57,TCP-ESTAB,sesthcc3ler005,50100,default,,Yes,"** sesthcc1ler005 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.22,TCP-ESTAB,sesthcc3ler004,50100,default,,Yes,"** sesthcc2ler004 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.67.0.50,TCP-ESTAB,sesthho1ler101,50100,default,,Yes,"** sesthho1ler101 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.62.0.50,TCP-ESTAB,sesthit1ler101,50100,default,,Yes,"** sesthit1ler101 **",N/A,N/A,N/A
sesthcc4ler101,Cisco,XE,ASR1006,15.5(3)S7,50100,10.247.1.62,TCP-ESTAB,sesthcc4ler100,50100,default,,Yes,"** sesthcc4ler100 **",N/A,N/A,N/A
sesthcc4rtr004,Cisco,XE,ASR1006-X,15.5(3)S1a,64629,10.249.100.5,TCP-SYNSENT,10.249.100.5,64626,default,,No,"** ESG for JSP CC1**",N/A,N/A,N/A
sesthcc4rtr004,Cisco,XE,ASR1006-X,15.5(3)S1a,64629,10.248.30.134,TCP-SYNSENT,10.248.30.134,64950,default,,No,VOLVO-IT_START,N/A,N/A,N/A
sesthcc4rtr004,Cisco,XE,ASR1006-X,15.5(3)S1a,64629,10.247.2.25,TCP-ESTAB,"sesthcc4ler005 (or) sesthcc3lsr100",50100,default,,No,sesthcc1ler005,N/A,N/A,N/A
sesthcc4rtr004,Cisco,XE,ASR1006-X,15.5(3)S1a,64629,10.249.94.82,TCP-ESTAB,sesthcc3rtr004,64629,default,,No,sesthcc3rtr004,N/A,N/A,N/A
sesthcc4rtr004,Cisco,XE,ASR1006-X,15.5(3)S1a,64629,10.249.100.7,TCP-SYNSENT,10.249.100.7,64626,default,,No,"** ESG for JSP CC3**",N/A,N/A,N/A
sesthcc4rtr004,Cisco,XE,ASR1006-X,15.5(3)S1a,64629,172.23.47.70,TCP-ESTAB,172.23.47.70,64950,default,,No,VOLVO-IT_SAP,N/A,N/A,N/A
sesthcc4rtr004,Cisco,XE,ASR1006-X,15.5(3)S1a,64629,10.249.100.107,TCP-SYNSENT,10.249.100.107,64626,default,,No,"** ESG for JSP-PREPROD CC3**",N/A,N/A,N/A
sesthcc4rtr004,Cisco,XE,ASR1006-X,15.5(3)S1a,64629,10.248.71.18,TCP-ESTAB,10.248.71.18,64695,default,,Yes,CC1-HMOL-to-GOEP,N/A,N/A,N/A
sesthdo1rtr001,Cisco,XE,WS-C4500X-32,3.7.2E,50274,10.164.252.42,TCP-ESTAB,sesthcc3ler005,50100,default,,No,"sesthcc3ler005 -Te1/4",N/A,N/A,N/A
sesthdo1rtr001,Cisco,XE,WS-C4500X-32,3.7.2E,50274,10.164.252.74,TCP-ESTAB,sesthcc3ler005,50100,lan,,No,,"ipv4 unicast",2000,
sesthfs2rtr001,Cisco,XE,WS-C4500X-32,3.7.2E,50277,10.164.252.86,TCP-ESTAB,sesthcc3ler005,50100,default,,No,,N/A,N/A,N/A
sesthfs2rtr001,Cisco,XE,WS-C4500X-32,3.7.2E,50277,10.164.252.44,TCP-ESTAB,sesthcc3ler005,50100,default,,No,"sesthcc3ler005 -Te1/10",N/A,N/A,N/A
sesthfs2rtr001,Cisco,XE,WS-C4500X-32,3.7.2E,50277,10.164.252.86,TCP-ESTAB,sesthcc3ler005,50100,lan,,No,,"ipv4 unicast",,
sesthho10rtr001,Cisco,XE,WS-C4500X-32,3.7.2E,50275,10.164.252.50,TCP-ESTAB,sesthcc3ler005,50100,default,,No,"sesthcc3ler005 -Te1/9",N/A,N/A,N/A
sesthho10rtr001,Cisco,XE,WS-C4500X-32,3.7.2E,50275,10.164.252.82,TCP-ESTAB,sesthcc3ler005,50100,lan,,No,,"ipv4 unicast",,
sesthho12rtr001,Cisco,XE,WS-C4500X-32,3.6.3E,50278,10.164.252.52,TCP-ESTAB,sesthcc3ler005,50100,default,,No,"sesthcc3ler005 -Te1/5",N/A,N/A,N/A
sesthho12rtr001,Cisco,XE,WS-C4500X-32,3.6.3E,50278,10.164.252.88,TCP-ESTAB,sesthcc3ler005,50100,lan,,No,,"ipv4 unicast",,
sesthho13rtr001,Cisco,XE,WS-C3850-12XS,3.7.4E,50279,10.164.252.54,TCP-ESTAB,sesthcc3ler005,50100,default,,No,"sesthcc3ler005 -Te1/11",N/A,N/A,N/A
sesthho13rtr001,Cisco,XE,WS-C3850-12XS,3.7.4E,50279,10.164.252.90,TCP-ESTAB,sesthcc3ler005,50100,lan,,No,,"ipv4 unicast",,
sesthho14rtr001,Cisco,XE,WS-C3850-12XS,3.7.4E,50284,10.164.252.100,TCP-ESTAB,sesthcc3ler005,50100,lan,,No,,"ipv4 unicast",,
sesthho14rtr001,Cisco,XE,WS-C3850-12XS,3.7.4E,50284,10.164.252.56,TCP-ESTAB,sesthcc3ler005,50100,default,,No,sesthcc3ler005-Ten1/14,N/A,N/A,N/A
sesthho15rtr001,Cisco,XE,WS-C3850-12XS,3.7.5E,50285,10.164.252.60,down,sesthcc3ler005,50100,default,,No,,N/A,N/A,N/A
sesthho15rtr001,Cisco,XE,WS-C3850-12XS,3.7.5E,50285,10.164.252.58,TCP-ESTAB,sesthcc3ler005,50100,default,,No,sesthcc3ler005-Ten5/5,N/A,N/A,N/A
sesthho15rtr001,Cisco,XE,WS-C3850-12XS,3.7.5E,50285,10.164.252.102,TCP-ESTAB,sesthcc3ler005,50100,lan,,No,,"ipv4 unicast",,
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.67.0.1,,10.67.0.1,50100,default,,Yes,"** sesthho1swi001 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.36,,sesthcc3ler100,50100,default,,Yes,"** sesthcc3ler100 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.62.0.50,,sesthit1ler101,50100,default,,Yes,"** sesthit1ler101 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.57,,sesthcc3ler005,50100,default,,Yes,"** sesthcc1ler005 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.160.0.50,,sesthit2ler101,50100,default,,Yes,"** sesthit2ler101 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.22,,sesthcc3ler004,50100,default,,Yes,"** sesthcc2ler004 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.37,,sesthcc3ler101,50100,default,,Yes,"** sesthcc3ler101 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.62,,sesthcc4ler100,50100,default,,Yes,"** sesthcc4ler100 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.56,,sesthcc4ler005,50100,default,,Yes,"** sesthcc1ler005 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.32,,10.247.1.32,50100,default,,Yes,"** sesthcc1ler100 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.160.128.2,,10.160.128.2,50100,default,,Yes,"** sesthho2ler002 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.11,,10.247.1.11,50100,default,,Yes,"** sesthcc1ler001 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.160.128.1,,sesthho2rtr001,50100,default,,Yes,"** sesthho2ler001 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.33,,10.247.1.33,50100,default,,Yes,"** sesthcc1ler101 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.63,,sesthcc4ler101,50100,default,,Yes,"** sesthcc4ler101 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.67.0.2,,10.67.0.2,50100,default,,Yes,"** sesthho1swi002 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.21,,10.247.1.21,50100,default,,Yes,"** sesthcc1ler004 **",N/A,N/A,N/A
sesthho1ler101,Cisco,IOS,C6880-X-LE,15.2(1)SY5,50100,10.247.1.12,,10.247.1.12,50100,default,,Yes,"** sesthcc1ler001 **",N/A,N/A,N/A
sesthho2rtr001,Cisco,XE,WS-C3850-12XS,16.6.5,50272,10.164.252.72,TCP-ESTAB,sesthcc3ler005,50100,lan,,No,,"ipv4 unicast",,
sesthho2rtr001,Cisco,XE,WS-C3850-12XS,16.6.5,50272,10.164.252.70,TCP-ESTAB,sesthcc4ler005,50100,lan,,No,,"ipv4 unicast",,
sesthho2rtr001,Cisco,XE,WS-C3850-12XS,16.6.5,50272,10.247.1.57,TCP-ESTAB,sesthcc3ler005,50100,default,,No,sesthcc3ler005-Te5/8,N/A,N/A,N/A
sesthho2rtr001,Cisco,XE,WS-C3850-12XS,16.6.5,50272,10.247.1.56,TCP-ESTAB,sesthcc4ler005,50100,default,,No,"sesthcc1ler005 -Te5/8",N/A,N/A,N/A
sesthho3rtr001,Cisco,XE,WS-C3850-12XS,16.6.5,50280,10.164.252.36,TCP-ESTAB,sesthcc3ler005,50100,default,,No,"sesthcc3ler005 -Te1/6",N/A,N/A,N/A
sesthho3rtr001,Cisco,XE,WS-C3850-12XS,16.6.5,50280,10.164.252.92,TCP-ESTAB,sesthcc3ler005,50100,lan,,No,,"ipv4 unicast",,
sesthho6rtr001,Cisco,XE,WS-C3850-48P,16.6.5,50281,10.164.252.68,TCP-ESTAB,sesthcc3ler005,50100,default,,No,"sesthcc3ler005 -Te5/10",N/A,N/A,N/A
sesthho6rtr001,Cisco,XE,WS-C3850-48P,16.6.5,50281,10.164.252.94,TCP-ESTAB,sesthcc3ler005,50100,lan,,No,,"ipv4 unicast",,
sesthho7rtr001,Cisco,XE,WS-C4500X-32,3.7.2E,50286,10.164.252.46,TCP-ESTAB,sesthcc3ler005,50100,default,,No,"sesthcc3ler005 -Te1/7",N/A,N/A,N/A
sesthho7rtr001,Cisco,XE,WS-C4500X-32,3.7.2E,50286,10.164.252.104,TCP-ESTAB,sesthcc3ler005,50100,lan,,No,,"ipv4 unicast",,
sesthho9rtr001,Cisco,XE,WS-C4500X-32,3.7.2E,50276,10.164.252.84,TCP-ESTAB,sesthcc3ler005,50100,lan,,No,,"ipv4 unicast",,
sesthho9rtr001,Cisco,XE,WS-C4500X-32,3.7.2E,50276,10.164.252.48,TCP-ESTAB,sesthcc3ler005,50100,default,,No,"sesthcc3ler005 -Te1/3",N/A,N/A,N/A
