Device,Vendor,OS,Model,"OS Version","Local AS",NeighborIP,State,NeighborName,"Remote AS",VRF,Route-Distinguisher,PW?,Description,"Address Family","Max Prefixes","Max Prefix Action"
cnhkgdc1rtr002,Cisco,IOS,ISR4331/K9,15.5(3)S5,64840,192.0.2.0,TCP-ESTAB,"vnsgndc1rtr001 (or) krseoso1rtr001 (or) nzakldc1rtr001 (or) esmaddc1rtr001 (or) gbwemdc1rtr001 (or) sebormo1rtr001 (or) indeldc2rtr001 (or) chzrhso1rtr001 (or) dealldc1rtr101 (or) gbmikdc1rtr001 (or) mmyanpo1rtr001 (or) dkcphso1rtr001 (or) dkgredc1rtr001 (or) gbrugdc1rtr001 (or) hrzagdc1rtr001 (or) denurmo1rtr001 (or) ussecso1rtr001 (or) frpardo1rtr001 (or) seeskdc1rtr001 (or) pelimdc1rtr001 (or) gbedimo1rtr001 (or) indelso1rtr001 (or) tristpo1rtr001 (or) clsanso1rtr001 (or) cnbeiso1rtr001 (or) itmilso2rtr001 (or) cnhkgdc1rtr001 (or) twtpeso1rtr001 (or) gbwinco1rtr001 (or) noosldc1rtr001 (or) clsandc1rtr001 (or) esbarmo1rtr001 (or) phmandc1rtr001 (or) usloadc1rtr001 (or) sgsinao1rtr001 (or) usrbbdc1rtr001 (or) twtpedc1rtr001 (or) krseodc1rtr001 (or) cnshadc3rtr001 (or) itstrdc1rtr001 (or) itsomco1rtr001 (or) fikerdc1rtr001 (or) dehamso1rtr001 (or) robucao1rtr001 (or) mxmexso1rtr001 (or) nlnwgdc1rtr001 (or) cobogdc1rtr001 (or) getbsao1rtr001 (or) plboldc1rtr001 (or) gblonho1rtr001 (or) rsbeldc1rtr001 (or) cnguzao1rtr001 (or) mxmexdc1rtr001 (or) frparso1rtr001 (or) tristdc1rtr001 (or) uschicc1rtr001 (or) gblonso1rtr001 (or) jptokso1rtr001 (or) beghldc2rtr001 (or) usatldc1rtr001 (or) atviedc1rtr001 (or) nlmstmo1rtr002 (or) plwardc1rtr001 (or) bgsofdc1rtr001 (or) uymondc1rtr001 (or) frpardc1rtr001 (or) ausyddc1rtr001 (or) beghldc1rtr001 (or) bddhacc1rtr001 (or) rotimco1rtr001 (or) grathso1rtr001 (or) catorso1rtr001 (or) rumosdc1rtr001 (or) plpozdc1rtr001 (or) chberao2rtr001 (or) phmanso1rtr001 (or) plwarao2rtr001 (or) pelimso1rtr001 (or) gbbirao5rtr001 (or) cabradc1rtr001 (or) indeldc1rtr001 (or) chneudc1rtr001 (or) tristso1rtr001 (or) plwarso1rtr001 (or) rumosso1rtr001 (or) gblondc1rtr001 (or) ausydso1rtr001 (or) cnshadc1rtr001 (or) plwarcc1rtr001",64840,HKG-CLIENT,,No,,"ipv4 unicast",,
cnhkgdc1rtr002,Cisco,IOS,ISR4331/K9,15.5(3)S5,64840,192.0.2.2,TCP-ESTAB,"usatldc1rtr001 (or) jptokso1rtr001 (or) uschicc1rtr001 (or) tristdc1rtr001 (or) mxmexdc1rtr001 (or) cnguzao1rtr001 (or) rsbeldc1rtr001 (or) gblonho1rtr001 (or) bddhacc1rtr001 (or) beghldc1rtr001 (or) ausyddc1rtr001 (or) frpardc1rtr001 (or) uymondc1rtr001 (or) bgsofdc1rtr001 (or) plwardc1rtr001 (or) nlmstmo1rtr002 (or) atviedc1rtr001 (or) chneudc1rtr001 (or) cabradc1rtr001 (or) indeldc1rtr001 (or) pelimso1rtr001 (or) plwarao2rtr001 (or) phmanso1rtr001 (or) rumosdc1rtr001 (or) plpozdc1rtr001 (or) catorso1rtr001 (or) grathso1rtr001 (or) plwarcc1rtr001 (or) cnshadc1rtr001 (or) ausydso1rtr001 (or) rumosso1rtr001 (or) gblondc1rtr001 (or) plwarso1rtr001 (or) tristso1rtr001 (or) cnshacc2ipt001 (or) dkgredc1rtr001 (or) dkcphso1rtr001 (or) gbrugdc1rtr001 (or) mmyanpo1rtr001 (or) itmilso2rtr002 (or) gbmikdc1rtr001 (or) dealldc1rtr101 (or) chzrhso1rtr001 (or) indeldc2rtr001 (or) sebormo1rtr001 (or) esmaddc1rtr001 (or) nzakldc1rtr001 (or) krseoso1rtr001 (or) vnsgndc1rtr001 (or) cnbeiso1rtr001 (or) cnhkgdc1rtr001 (or) clsanso1rtr001 (or) indelso1rtr001 (or) tristpo1rtr001 (or) gbedimo1rtr001 (or) pelimdc1rtr001 (or) ussecso1rtr001 (or) denurmo1rtr001 (or) hrzagdc1rtr001 (or) sgsinao1rtr001 (or) usloadc1rtr001 (or) phmandc1rtr001 (or) esbarmo1rtr001 (or) gbwinco1rtr001 (or) clsandc1rtr001 (or) noosldc1rtr001 (or) twtpeso1rtr001 (or) cobogdc1rtr001 (or) mxmexso1rtr001 (or) robucao1rtr001 (or) dehamso1rtr001 (or) krseodc1rtr001 (or) twtpedc1rtr001",64840,lan,,No,,"ipv4 unicast",,
cnhkgso1rtr001,Cisco,XE,WS-C3850-12XS,16.6.1,64840,10.187.78.134,TCP-ESTAB,cnhkgcc2gpr201,64840,HKG-CLIENT,,No,cnhkgcc2gpr201,"ipv4 unicast",,
cnhkgso1rtr001,Cisco,XE,WS-C3850-12XS,16.6.1,64840,10.187.78.128,TCP-ESTAB,,64840,HKG-CLIENT,,No,cnhkgcc2gpr101,"ipv4 unicast",,
cnhkgso1rtr001,Cisco,XE,WS-C3850-12XS,16.6.1,64840,10.187.78.136,TCP-ESTAB,cnhkgcc2gpr201,64840,lan,,No,cnhkgcc2gpr201,"ipv4 unicast",,
cnhkgso1rtr001,Cisco,XE,WS-C3850-12XS,16.6.1,64840,10.187.78.130,TCP-ESTAB,,64840,lan,,No,cnhkgcc2gpr101,"ipv4 unicast",,
cnhkgso1rtr001,Cisco,XE,WS-C3850-12XS,16.6.1,64840,10.187.78.138,TCP-ESTAB,cnhkgcc2gpr201,64840,MGMT,,No,cnhkgcc2gpr201,"ipv4 unicast",,
cnhkgso1rtr001,Cisco,XE,WS-C3850-12XS,16.6.1,64840,10.187.78.132,TCP-ESTAB,,64840,MGMT,,No,cnhkgcc2gpr101,"ipv4 unicast",,
cnjsuao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.128.2,TCP-ESTAB,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via VPLS",N/A,N/A,N/A
cnjsuao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.132.2,shutdown,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via DMVPN",N/A,N/A,N/A
cnjsuao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.132.1,shutdown,10.0.132.1,64840,default,,Yes,"%% cnhkgcc2gpr101 via DMVPN",N/A,N/A,N/A
cnjsuao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.128.1,TCP-ESTAB,10.0.128.1,64840,default,,Yes,"%% cnhkgcc2gpr101 via VPLS",N/A,N/A,N/A
cnkunao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.128.2,TCP-ESTAB,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via VPLS",N/A,N/A,N/A
cnkunao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.128.1,TCP-ESTAB,10.0.128.1,64840,default,,Yes,"%% cnhkgcc2gpr101 via VPLS",N/A,N/A,N/A
cnkunao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.132.2,shutdown,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via DMVPN",N/A,N/A,N/A
cnkunao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.132.1,shutdown,10.0.132.1,64840,default,,Yes,"%% cnhkgcc2gpr101 via DMVPN",N/A,N/A,N/A
cnqinao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.132.2,shutdown,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via DMVPN",N/A,N/A,N/A
cnqinao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.132.1,shutdown,10.0.132.1,64840,default,,Yes,"%% cnhkgcc2gpr101 via DMVPN",N/A,N/A,N/A
cnqinao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.128.1,TCP-ESTAB,10.0.128.1,64840,default,,Yes,"%% cnhkgcc2gpr101 via VPLS",N/A,N/A,N/A
cnqinao1rtr001,Cisco,XE,ISR4331/K9,15.5(3)S5,64840,10.0.128.2,TCP-ESTAB,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via VPLS",N/A,N/A,N/A
cnshacc1cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.200.216.149,,cnshacc1cgr001,,default,,No,,N/A,N/A,N/A
cnshacc1cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.200.216.18,,cnshacc2cgr001,,default,,No,,N/A,N/A,N/A
cnshacc1cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.200.216.86,,cnshacc2cgr001,,default,,No,,N/A,N/A,N/A
cnshacc1cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.200.216.213,,cnshacc1cgr001,,default,,No,,N/A,N/A,N/A
cnshacc1cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.200.216.214,,cnshacc2cgr001,,default,,No,,N/A,N/A,N/A
cnshacc1cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.200.216.85,,cnshacc1cgr001,,default,,No,,N/A,N/A,N/A
cnshacc1cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.200.216.150,,cnshacc2cgr001,,default,,No,,N/A,N/A,N/A
cnshacc1cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.200.216.17,,cnshacc1cgr001,,default,,No,,N/A,N/A,N/A
cnshacc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.82,TCP-ESTAB,cnshacc2cgf001,64899,shop,,No,"*** cnshacc2cgf001-sec BGP Peer ***","ipv4 unicast",,
cnshacc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.69,TCP-ESTAB,,64999,shop,,No,"*** Cisco-1 BGP Peer ***","ipv4 unicast",,
cnshacc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.74,TCP-ESTAB,,64585,shop,,No,"*** NSP1-1 BGP Peer ***","ipv4 unicast",,
cnshacc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.86,TCP-ESTAB,cnshacc2cgr001,64840,shop,,No,"*** cnshacc2cgr001-shop BGP Peer ***","ipv4 unicast",,
cnshacc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.81,TCP-ESTAB,cnshacc1cgf001,64899,shop,,No,"*** cnshacc1cgf001-pri BGP Peer ***","ipv4 unicast",,
cnshacc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.146,TCP-ESTAB,cnshacc2cgf001,64899,eft,,No,"*** cnshacc2cgf001-sec BGP Peer ***","ipv4 unicast",,
cnshacc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.145,TCP-ESTAB,cnshacc1cgf001,64899,eft,,No,"*** cnshacc1cgf001-pri BGP Peer ***","ipv4 unicast",,
cnshacc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.150,TCP-ESTAB,cnshacc2cgr001,64840,eft,,No,"*** cnshacc2cgr001-eft BGP Peer ***","ipv4 unicast",,
cnshacc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.210,TCP-ESTAB,cnshacc2cgf001,64899,ps,,No,"*** cnshacc2cgf001-sec BGP Peer ***","ipv4 unicast",,
cnshacc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.197,TCP-ESTAB,,64699,ps,,No,"*** PS-Diebold-1 BGP Peer ***","ipv4 unicast",,
cnshacc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.214,TCP-ESTAB,cnshacc2cgr001,64840,ps,,No,"*** cnshacc2cgr001-ps BGP Peer ***","ipv4 unicast",,
cnshacc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.209,TCP-ESTAB,cnshacc1cgf001,64899,ps,,No,"*** cnshacc1cgf001-pri BGP Peer ***","ipv4 unicast",,
cnshacc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.21,TCP-ESTAB,cnshacc1cgf001,64899,client,,No,"*** cnshacc1cgf001-pri BGP Peer ***","ipv4 unicast",,
cnshacc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.22,TCP-ESTAB,cnshacc2cgf001,64899,client,,No,"*** cnshacc2cgf001-sec BGP Peer ***","ipv4 unicast",,
cnshacc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.0.128.1,TCP-ESTAB,10.0.128.1,64840,default,,Yes,"** cnhkgcc2gpr101 via VPLS",N/A,N/A,N/A
cnshacc1cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.0.128.2,TCP-ESTAB,cnhkgcc2gpr201,64840,default,,Yes,"** cnhkgcc2gpr201 via VPLS",N/A,N/A,N/A
cnshacc2cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.200.216.149,,cnshacc1cgr001,,default,,No,,N/A,N/A,N/A
cnshacc2cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.200.216.86,,cnshacc2cgr001,,default,,No,,N/A,N/A,N/A
cnshacc2cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.200.216.18,,cnshacc2cgr001,,default,,No,,N/A,N/A,N/A
cnshacc2cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.200.216.85,,cnshacc1cgr001,,default,,No,,N/A,N/A,N/A
cnshacc2cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.200.216.214,,cnshacc2cgr001,,default,,No,,N/A,N/A,N/A
cnshacc2cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.200.216.213,,cnshacc1cgr001,,default,,No,,N/A,N/A,N/A
cnshacc2cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.200.216.150,,cnshacc2cgr001,,default,,No,,N/A,N/A,N/A
cnshacc2cgf001,Cisco,ASA,ASA5555,9.6(4)3,64899,10.200.216.17,,cnshacc1cgr001,,default,,No,,N/A,N/A,N/A
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.81,TCP-ESTAB,cnshacc1cgf001,64899,shop,,No,"*** cnshacc1cgf001-pri BGP Peer ***","ipv4 unicast",,
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.85,TCP-ESTAB,cnshacc1cgr001,64840,shop,,No,"*** cnshacc1cgr001-shop BGP Peer ***","ipv4 unicast",,
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.82,TCP-ESTAB,cnshacc2cgf001,64899,shop,,No,"*** cnshacc2cgf001-sec BGP Peer ***","ipv4 unicast",,
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.218.74,TCP-ESTAB,,64585,shop,,No,"*** NSP1-1 BGP Peer ***","ipv4 unicast",,
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.218.70,TCP-ESTAB,,64999,shop,,No,"*** Cisco-DMVPN-OOB BGP Peer ***","ipv4 unicast",,
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.218.69,TCP-ESTAB,,64999,shop,,No,"*** Cisco-1 BGP Peer ***","ipv4 unicast",,
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.0.128.2,TCP-ESTAB,cnhkgcc2gpr201,64840,default,,Yes,"** cnhkgcc2gpr201 via VPLS",N/A,N/A,N/A
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.0.128.1,TCP-ESTAB,10.0.128.1,64840,default,,Yes,"** cnhkgcc2gpr101 via VPLS",N/A,N/A,N/A
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.209,TCP-ESTAB,cnshacc1cgf001,64899,ps,,No,"*** cnshacc1cgf001-pri BGP Peer ***","ipv4 unicast",,
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.213,TCP-ESTAB,cnshacc1cgr001,64840,ps,,No,"*** cnshacc1cgr001-ps BGP Peer ***","ipv4 unicast",,
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.218.197,TCP-ESTAB,,64699,ps,,No,"*** PS-Diebold-1 BGP Peer ***","ipv4 unicast",,
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.210,TCP-ESTAB,cnshacc2cgf001,64899,ps,,No,"*** cnshacc2cgf001-sec BGP Peer ***","ipv4 unicast",,
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.21,TCP-ESTAB,cnshacc1cgf001,64899,client,,No,"*** cnshacc1cgf001-pri BGP Peer ***","ipv4 unicast",,
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.22,TCP-ESTAB,cnshacc2cgf001,64899,client,,No,"*** cnshacc2cgf001-sec BGP Peer ***","ipv4 unicast",,
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.145,TCP-ESTAB,cnshacc1cgf001,64899,eft,,No,"*** cnshacc1cgf001-pri BGP Peer ***","ipv4 unicast",,
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.149,TCP-ESTAB,cnshacc1cgr001,64840,eft,,No,"*** cnshacc1cgr001-eft BGP Peer ***","ipv4 unicast",,
cnshacc2cgr001,Cisco,XE,ISR4451-X/K9,15.5(3)S3,64840,10.200.216.146,TCP-ESTAB,cnshacc2cgf001,64899,eft,,No,"*** cnshacc2cgf001-sec BGP Peer ***","ipv4 unicast",,
cnshacc2ipt001,Cisco,XE,ISR4451-X/K9,15.5(3)S4b,64840,192.0.2.3,TCP-ESTAB,"gbedimo1rtr002 (or) cnbeiso1rtr002 (or) plpozdc1rtr002 (or) pelimdc1rtr002 (or) tristpo1rtr002 (or) cabradc1rtr002 (or) dealldc1rtr201 (or) clsanso1rtr002 (or) indeldc1rtr002 (or) twtpedc1rtr002 (or) usatldc1rtr002 (or) cnshadc1rtr002 (or) cnhkgdc1rtr002 (or) uymondc1rtr002 (or) catorso1rtr002 (or) phmanso1rtr002 (or) hrzagdc1rtr002 (or) gbwinco1rtr002 (or) gblonho1rtr002 (or) cnguzao1rtr002 (or) chneudc1rtr002 (or) plwarao2rtr002 (or) plwarso1rtr002 (or) mxmexdc1rtr002 (or) esbarmo1rtr002 (or) uschicc1rtr002 (or) ausydso1rtr002 (or) mxmexso1rtr002 (or) dkgredc1rtr002 (or) krseodc1rtr002 (or) tristdc1rtr002 (or) dkcphso1rtr002 (or) sebormo1rtr002 (or) jptokso1rtr002 (or) cobogdc1rtr002 (or) sesthit1gpoprtr002 (or) rumosdc1rtr002 (or) bgsofdc1rtr002 (or) robucao1rtr002 (or) atviedc1rtr002 (or) ausyddc1rtr002 (or) noosldc1rtr002 (or) frpardc1rtr002 (or) clsandc1rtr002 (or) plwarcc1rtr002 (or) beghldc1rtr002 (or) indeldc2rtr002 (or) rumosso1rtr002 (or) bddhapo1rtr001 (or) phmandc1rtr002 (or) gbmikdc1rtr002 (or) tristso1rtr002 (or) dehamso1rtr002 (or) nlmstmo1rtr003 (or) esmaddc1rtr002 (or) pelimso1rtr002 (or) nzakldc1rtr002 (or) sgsinao1rtr002 (or) cnshacc2ipt002 (or) grathso1rtr002 (or) denurmo1rtr002 (or) gbrugdc1rtr002 (or) mmyanpo1rtr002 (or) usloadc1rtr002",64840,lan,,No,,"ipv4 unicast",,
cnshacc2ipt001,Cisco,XE,ISR4451-X/K9,15.5(3)S4b,64840,10.0.128.2,TCP-ESTAB,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via VPLS",N/A,N/A,N/A
cnshacc2ipt001,Cisco,XE,ISR4451-X/K9,15.5(3)S4b,64840,10.0.128.1,TCP-ESTAB,10.0.128.1,64840,default,,Yes,"%% cnhkgcc2gpr101 via VPLS",N/A,N/A,N/A
cnshacc2ipt001,Cisco,XE,ISR4451-X/K9,15.5(3)S4b,64840,10.0.132.2,TCP-ESTAB,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via DMVPN",N/A,N/A,N/A
cnshacc2ipt001,Cisco,XE,ISR4451-X/K9,15.5(3)S4b,64840,10.0.132.1,TCP-ESTAB,10.0.132.1,64840,default,,Yes,"%% cnhkgcc2gpr101 via DMVPN",N/A,N/A,N/A
cnshacc2ipt002,Cisco,XE,ISR4451-X/K9,15.5(3)S4b,64840,192.0.2.2,TCP-ESTAB,"usatldc1rtr001 (or) jptokso1rtr001 (or) uschicc1rtr001 (or) tristdc1rtr001 (or) mxmexdc1rtr001 (or) cnguzao1rtr001 (or) rsbeldc1rtr001 (or) gblonho1rtr001 (or) bddhacc1rtr001 (or) beghldc1rtr001 (or) ausyddc1rtr001 (or) frpardc1rtr001 (or) uymondc1rtr001 (or) bgsofdc1rtr001 (or) plwardc1rtr001 (or) nlmstmo1rtr002 (or) atviedc1rtr001 (or) chneudc1rtr001 (or) cabradc1rtr001 (or) indeldc1rtr001 (or) pelimso1rtr001 (or) plwarao2rtr001 (or) phmanso1rtr001 (or) rumosdc1rtr001 (or) plpozdc1rtr001 (or) catorso1rtr001 (or) grathso1rtr001 (or) plwarcc1rtr001 (or) cnshadc1rtr001 (or) ausydso1rtr001 (or) rumosso1rtr001 (or) gblondc1rtr001 (or) plwarso1rtr001 (or) tristso1rtr001 (or) cnshacc2ipt001 (or) dkgredc1rtr001 (or) dkcphso1rtr001 (or) gbrugdc1rtr001 (or) mmyanpo1rtr001 (or) itmilso2rtr002 (or) gbmikdc1rtr001 (or) dealldc1rtr101 (or) chzrhso1rtr001 (or) indeldc2rtr001 (or) sebormo1rtr001 (or) esmaddc1rtr001 (or) nzakldc1rtr001 (or) krseoso1rtr001 (or) vnsgndc1rtr001 (or) cnbeiso1rtr001 (or) cnhkgdc1rtr001 (or) clsanso1rtr001 (or) indelso1rtr001 (or) tristpo1rtr001 (or) gbedimo1rtr001 (or) pelimdc1rtr001 (or) ussecso1rtr001 (or) denurmo1rtr001 (or) hrzagdc1rtr001 (or) sgsinao1rtr001 (or) usloadc1rtr001 (or) phmandc1rtr001 (or) esbarmo1rtr001 (or) gbwinco1rtr001 (or) clsandc1rtr001 (or) noosldc1rtr001 (or) twtpeso1rtr001 (or) cobogdc1rtr001 (or) mxmexso1rtr001 (or) robucao1rtr001 (or) dehamso1rtr001 (or) krseodc1rtr001 (or) twtpedc1rtr001",64840,lan,,No,,"ipv4 unicast",,
cnshacc2ipt002,Cisco,XE,ISR4451-X/K9,15.5(3)S4b,64840,10.0.132.2,shutdown,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via DMVPN",N/A,N/A,N/A
cnshacc2ipt002,Cisco,XE,ISR4451-X/K9,15.5(3)S4b,64840,10.0.128.1,TCP-ESTAB,10.0.128.1,64840,default,,Yes,"%% cnhkgcc2gpr101 via VPLS",N/A,N/A,N/A
cnshacc2ipt002,Cisco,XE,ISR4451-X/K9,15.5(3)S4b,64840,10.0.132.1,shutdown,10.0.132.1,64840,default,,Yes,"%% cnhkgcc2gpr101 via DMVPN",N/A,N/A,N/A
cnshacc2ipt002,Cisco,XE,ISR4451-X/K9,15.5(3)S4b,64840,10.0.128.2,TCP-ESTAB,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via VPLS",N/A,N/A,N/A
cnshacc2swi001,Cisco,XE,WS-C3850-48XS,16.6.5,64833,10.200.194.141,down,,50237,HKG-CLIENT,,No,,"ipv4 unicast",,
cnshadc1rtr001,Cisco,XE,ISR4431/K9,15.5(3)S4b,64840,10.0.132.1,shutdown,10.0.132.1,64840,default,,Yes,"%% cnhkgcc2gpr101 via DMVPN",N/A,N/A,N/A
cnshadc1rtr001,Cisco,XE,ISR4431/K9,15.5(3)S4b,64840,10.0.132.2,shutdown,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via DMVPN",N/A,N/A,N/A
cnshadc1rtr001,Cisco,XE,ISR4431/K9,15.5(3)S4b,64840,10.0.128.1,TCP-ESTAB,10.0.128.1,64840,default,,Yes,"%% cnhkgcc2gpr101 via VPLS",N/A,N/A,N/A
cnshadc1rtr001,Cisco,XE,ISR4431/K9,15.5(3)S4b,64840,10.0.128.2,TCP-ESTAB,cnhkgcc2gpr201,64840,default,,Yes,"%% cnhkgcc2gpr201 via VPLS",N/A,N/A,N/A
cnshadc1rtr001,Cisco,XE,ISR4431/K9,15.5(3)S4b,64840,192.0.2.1,TCP-ESTAB,"krseodc1rtr002 (or) dkgredc1rtr002 (or) mxmexso1rtr002 (or) ausydso1rtr002 (or) uschicc1rtr002 (or) sebormo1rtr002 (or) itsomco1rtr002 (or) dkcphso1rtr002 (or) tristdc1rtr002 (or) gblonho1rtr002 (or) catorso1rtr002 (or) phmanso1rtr002 (or) gbwinco1rtr002 (or) hrzagdc1rtr002 (or) cnhkgdc1rtr002 (or) uymondc1rtr002 (or) esbarmo1rtr002 (or) mxmexdc1rtr002 (or) chneudc1rtr002 (or) plwarso1rtr002 (or) plwarao2rtr002 (or) cnguzao1rtr002 (or) indeldc1rtr002 (or) clsanso1rtr002 (or) seeskdc1rtr002 (or) cnshadc1rtr002 (or) twtpedc1rtr002 (or) usatldc1rtr002 (or) cnbeiso1rtr002 (or) cnshadc3rtr002 (or) gbedimo1rtr002 (or) dealldc1rtr201 (or) cabradc1rtr002 (or) pelimdc1rtr002 (or) tristpo1rtr002 (or) plpozdc1rtr002 (or) gbrugdc1rtr002 (or) denurmo1rtr002 (or) itmilso2rtr002 (or) grathso1rtr002 (or) sgsinao1rtr002 (or) usloadc1rtr002 (or) mmyanpo1rtr002 (or) esmaddc1rtr002 (or) pelimso1rtr002 (or) krseoso1rtr002 (or) dehamso1rtr002 (or) fikerdc1rtr002 (or) nlmstmo1rtr003 (or) gbmikdc1rtr002 (or) itmilso2rtr001 (or) tristso1rtr002 (or) rotimco1rtr002 (or) nzakldc1rtr002 (or) plwardc1rtr002 (or) frpardc1rtr002 (or) noosldc1rtr002 (or) ausyddc1rtr002 (or) phmandc1rtr002 (or) bddhapo1rtr001 (or) rumosso1rtr002 (or) plwarcc1rtr002 (or) clsandc1rtr002 (or) beghldc1rtr002 (or) indeldc2rtr002 (or) sesthho7rtr001 (or) rumosdc1rtr002 (or) sesthit1gpoprtr002 (or) cobogdc1rtr002 (or) jptokso1rtr002 (or) atviedc1rtr002 (or) bgsofdc1rtr002 (or) robucao1rtr002 (or) gbwemdc1rtr002",64840,default,,No,,N/A,N/A,N/A
